SHIPMENT_ID,SHIPMENT_LINE_ID,PO_ID,SUPPLIER_ID,WAREHOUSE_ID,ITEM_ID,SHIPMENT_DATE,EXPECTED_ARRIVAL_DATE,ACTUAL_ARRIVAL_DATE,QUANTITY_SHIPPED,QUANTITY_DAMAGED,CARRIER,TRACKING_NUMBER,SHIPMENT_STATUS,FREIGHT_COST_USD
SHP002326,SHPL002326,PO003728,SUP025,WH005,ITM0026,2024-06-29,2024-07-18,2024-07-23,179,17,BlueDart,TRK8717868,LOST,4342.41
SHP003250,SHPL003250,PO016940,SUP020,WH019,ITM0083,2024-04-26,2024-05-18,2024-05-13,76,2,FedEx,TRK8637948,IN_TRANSIT,
SHP003515,SHPL003515,PO006594,SUP035,WH006,ITM0068,2024-07-03,2024-07-19,2024-07-05,144,11,DHL,TRK3422384,IN_TRANSIT,3853.85
SHP002532,SHPL002532,PO017253,SUP030,WH006,ITM0018,2023-06-20,2023-06-25,2023-07-08,10,0,Aramex,TRK1107443,LOST,4828.14
SHP002333,SHPL002333,PO009271,SUP046,WH003,ITM0092,2022-12-01,2022-12-24,2022-12-24,131,7,DHL,TRK5695564,LOST,-1
SHP004959,SHPL004959,PO005943,SUP046,WH007,ITM0140,2023-03-25,2023-04-13,2023-04-19,161,0,DHL,TRK7918443,LOST,1480.54
SHP004343,SHPL004343,PO001282,SUP037,WH008,ITM0045,2024-10-03,2024-10-17,2024-10-23,155,6,UPS,TRK5720098,RETURNED,3841.45
SHP001569,SHPL001569,PO003900,SUP001,WH016,ITM0059,2024-04-12,2024-04-24,2024-04-30,144,13,FedEx,TRK4005825,IN_TRANSIT,4691.54
SHP000894,SHPL000894,PO011922,SUP009,WH020,ITM0008,2023-02-20,2023-02-28,2023-03-17,86,7,UPS,TRK3515138,RETURNED,757.8
SHP002467,SHPL002467,PO004589,SUP039,WH015,ITM0111,2022-06-11,2022-06-15,2022-06-14,,1,BlueDart,TRK6960092,LOST,392.63
SHP002449,SHPL002449,PO004169,SUP030,WH019,ITM0031,2024-07-24,2024-08-01,2024-08-08,127,8,Aramex,TRK4839929,DELAYED,1229.67
SHP003779,SHPL003779,PO014028,SUP012,WH006,ITM0031,2023-03-30,2023-04-06,2023-04-05,182,4,BlueDart,TRK6812344,DELIVERED,INVALID
SHP002873,SHPL002873,PO018840,SUP029,WH015,ITM0011,2023-02-03,2023-02-27,2023-02-07,176,8,DHL,TRK9298233,INVALID,3792.49
SHP004328,SHPL004328,PO003882,SUP019,WH010,ITM0133,2022-05-16,2022-05-20,2022-05-17,173,3,DHL,TRK9841200,DELAYED,3356.5
SHP001560,SHPL001560,PO006370,SUP012,WH012,ITM0103,2024-01-19,2024-02-11,2024-02-03,74,1,UPS,TRK1761392,RETURNED,4098.15
SHP002257,SHPL002257,PO012849,SUP014,WH016,ITM0058,2022-07-28,2022-08-14,2022-08-02,164,0,BlueDart,TRK5955243,,INVALID
SHP004000,SHPL004000,PO013868,SUP033,WH008,ITM0012,2024-09-10,2024-10-01,2024-10-08,122,1,UPS,TRK7633663,DELAYED,1747.83
SHP003300,SHPL003300,PO005222,SUP036,WH004,ITM0074,2022-04-09,2022-04-13,2022-04-22,149,3,UPS,TRK9256007,RETURNED,4066.53
SHP004100,SHPL004100,PO012665,SUP005,WH006,ITM0141,2023-07-22,2023-08-05,2023-08-06,157,10,Aramex,TRK2571078,LOST,3700.71
SHP002316,SHPL002316,PO011654,SUP016,WH003,ITM0085,2022-09-25,2022-09-28,2022-09-27,71,7,UPS,TRK2000542,DELAYED,4659.09
SHP004919,SHPL004919,PO012407,SUP026,WH014,ITM0101,2022-08-18,2022-08-27,2022-08-29,110,6,UPS,TRK7460565,IN_TRANSIT,2781.68
SHP000612,SHPL000612,PO004529,SUP013,WH014,ITM0145,2023-02-11,2023-02-22,2023-03-04,164,6,DHL,TRK5108397,RETURNED,1524.8
SHP001697,SHPL001697,PO017219,SUP039,WH004,ITM0099,2022-11-09,2022-11-24,2022-12-07,89,7,DHL,TRK1815385,DELIVERED,1587.14
SHP001278,SHPL001278,PO001277,SUP050,WH020,ITM0010,2023-07-21,2023-07-28,2023-08-07,133,6,BlueDart,TRK2658551,DELIVERED,2173.66
SHP004807,SHPL004807,PO010735,SUP022,WH006,ITM0069,2023-03-22,2023-04-12,2023-04-20,198,2,Aramex,TRK8458044,IN_TRANSIT,
SHP002497,SHPL002497,PO009620,SUP018,WH010,ITM0078,2022-04-14,2022-04-30,2022-05-09,33,3,DHL,,,2404.42
SHP004607,SHPL004607,PO006421,SUP011,WH015,ITM0102,2022-12-12,2022-12-14,2022-12-21,10,1,UPS,TRK2277865,LOST,614.21
SHP000927,SHPL000927,PO014519,SUP039,WH015,ITM0027,2023-04-10,2023-04-12,2023-04-19,157,12,Aramex,TRK7653402,DELAYED,3072.44
SHP002809,SHPL002809,PO016231,SUP007,WH009,ITM0078,2024-04-09,2024-04-26,2024-05-03,129,11,UPS,TRK4157328,DELAYED,2621.02
SHP003867,SHPL003867,PO019042,SUP013,WH010,ITM0035,2023-11-26,2023-12-15,2023-12-09,124,5,Aramex,,DELIVERED,2647.96
SHP000037,SHPL000037,PO001992,SUP038,WH015,ITM0011,2024-03-17,2024-04-07,2024-04-08,188,13,Aramex,TRK2230422,RETURNED,480.88
SHP003762,SHPL003762,PO002474,SUP041,WH008,ITM0140,2023-05-16,2023-05-21,2023-05-27,11,0,UPS,TRK5728212,DELIVERED,3183.73
SHP002507,SHPL002507,PO007535,SUP035,WH018,ITM0034,2022-02-09,2022-02-25,2022-03-09,5,0,INVALID,,DELAYED,2490.83
SHP000338,SHPL000338,PO006251,SUP011,WH001,ITM0002,2024-06-01,2024-06-05,2024-06-09,33,3,FedEx,TRK6658302,LOST,1255.6
SHP003743,SHPL003743,PO005929,SUP022,WH013,ITM0066,2024-09-24,2024-10-16,2024-10-09,145,13,DHL,,DELIVERED,2936.31
SHP001549,SHPL001549,PO017037,SUP003,WH011,ITM0117,2022-08-11,2022-08-18,2022-09-06,50,2,BlueDart,TRK4433856,LOST,
SHP003400,SHPL003400,PO011629,SUP021,WH002,ITM0118,2023-01-10,2023-01-16,2023-02-01,67,4,UPS,TRK6947258,RETURNED,INVALID
SHP003128,SHPL003128,PO015935,SUP030,WH011,ITM0125,2024-04-09,2024-04-20,2024-04-18,86,3,UPS,TRK1019281,IN_TRANSIT,INVALID
SHP003639,SHPL003639,PO019868,SUP006,WH007,ITM0016,2022-12-30,2023-01-05,2023-01-13,48,0,FedEx,TRK4486334,DELAYED,3838.59
SHP004313,SHPL004313,PO010683,SUP046,WH017,ITM0006,2023-10-22,2023-11-04,2023-10-29,196,15,DHL,TRK5275015,LOST,4031.98
SHP002504,SHPL002504,PO019608,SUP032,WH011,ITM0146,2023-12-28,2024-01-10,2024-01-15,22,0,DHL,TRK7476376,RETURNED,2428.61
SHP001318,SHPL001318,PO013233,SUP026,WH018,ITM0044,2022-12-24,2023-01-18,2023-01-18,190,3,DHL,TRK5027882,IN_TRANSIT,1520.06
SHP003996,SHPL003996,PO019788,SUP022,WH003,ITM0060,2023-07-11,2023-08-05,2023-07-31,185,1,DHL,TRK1156880,DELAYED,4590.31
SHP001684,SHPL001684,PO000172,SUP044,WH005,ITM0130,2023-11-26,2023-12-01,2023-12-15,123,4,FedEx,TRK3915000,DELIVERED,4837.58
SHP002465,SHPL002465,PO016398,SUP018,WH019,ITM0027,2023-08-17,2023-08-31,2023-08-24,76,2,DHL,TRK2958625,DELIVERED,3980.77
SHP001606,SHPL001606,PO003617,SUP028,WH005,ITM0028,2024-02-20,2024-03-13,2024-02-22,85,0,DHL,TRK6968154,IN_TRANSIT,1923.29
SHP001231,SHPL001231,PO008991,SUP035,WH017,ITM0041,2024-04-19,2024-05-08,2024-05-17,32,1,DHL,TRK2403565,DELIVERED,2513.84
SHP000739,SHPL000739,PO006588,SUP043,WH010,ITM0088,2023-04-06,2023-04-13,2023-04-17,198,7,FedEx,TRK7200209,IN_TRANSIT,2853.71
SHP002520,SHPL002520,PO012267,SUP031,WH009,ITM0041,2022-02-01,2022-02-25,2022-03-01,90,5,DHL,TRK4878744,LOST,1073.51
SHP003452,SHPL003452,PO015275,SUP050,WH020,ITM0136,2023-04-28,2023-04-29,2023-04-29,51,5,UPS,TRK9092601,RETURNED,2106.61
SHP004144,SHPL004144,PO007243,SUP050,WH006,ITM0062,2022-10-05,2022-10-09,2022-10-08,186,2,DHL,TRK2283531,RETURNED,
SHP001433,SHPL001433,PO019348,SUP006,WH006,ITM0015,2022-05-24,2022-06-02,2022-05-26,7,0,BlueDart,TRK4086755,DELIVERED,4544.4
SHP002835,SHPL002835,PO002143,SUP040,WH020,ITM0079,2024-07-09,2024-07-22,2024-07-30,79,6,BlueDart,,DELAYED,1063.24
SHP004355,SHPL004355,PO006878,SUP039,WH005,ITM0144,2023-07-10,2023-07-18,2023-08-01,107,1,DHL,TRK1165728,RETURNED,4979.43
SHP000625,SHPL000625,PO012329,SUP020,WH010,ITM0115,2024-06-29,2024-07-09,2024-07-23,71,2,DHL,TRK6912479,DELIVERED,1934.47
SHP002264,SHPL002264,PO008072,SUP016,WH010,ITM0142,2022-03-01,2022-03-18,2022-03-17,113,5,BlueDart,TRK3425884,LOST,1580.62
SHP002827,SHPL002827,PO018404,SUP026,WH018,ITM0054,2022-12-23,2023-01-17,2022-12-31,195,5,UPS,TRK1447369,RETURNED,294.1
SHP001093,SHPL001093,PO012328,SUP001,WH014,ITM0036,2024-11-28,2024-12-02,2024-12-24,123,3,DHL,TRK1192540,DELAYED,1560.46
SHP001155,SHPL001155,PO018282,SUP035,WH016,ITM0048,2023-10-07,2023-11-01,2023-10-26,197,16,DHL,TRK4897663,,
SHP003711,SHPL003711,PO012314,SUP038,WH002,ITM0092,2023-02-28,2023-03-24,2023-03-28,22,0,Aramex,TRK7484766,RETURNED,3199.9
SHP002903,SHPL002903,PO009461,SUP022,WH009,ITM0122,2024-07-16,2024-07-24,2024-07-22,20,0,FedEx,TRK8957029,IN_TRANSIT,2268.65
SHP004207,SHPL004207,PO011954,SUP004,WH006,ITM0017,2022-11-16,2022-12-05,2022-11-21,95,0,DHL,TRK3810390,RETURNED,523.96
SHP000065,SHPL000065,PO016483,SUP049,WH019,ITM0049,2023-08-15,2023-09-01,2023-08-16,30,1,FedEx,TRK1042049,DELAYED,1230.05
SHP003397,SHPL003397,PO007420,SUP008,WH012,ITM0119,2022-09-06,2022-09-11,2022-09-30,94,9,UPS,,LOST,633.48
SHP002975,SHPL002975,PO013355,SUP001,WH013,ITM0125,2024-02-09,2024-02-15,2024-02-22,10,1,UPS,TRK6399144,DELIVERED,4236.98
SHP002617,SHPL002617,PO012588,SUP036,WH013,ITM0121,2024-06-20,2024-07-05,2024-07-18,75,7,DHL,TRK3349550,RETURNED,4746.5
SHP002304,SHPL002304,PO016940,SUP021,WH004,ITM0077,2023-07-13,2023-07-31,2023-07-30,156,1,FedEx,TRK3468728,DELAYED,3391.83
SHP003741,SHPL003741,PO001567,SUP017,WH018,ITM0100,2024-01-10,2024-01-15,2024-01-28,162,13,UPS,TRK9027433,DELIVERED,
SHP002519,SHPL002519,PO015971,SUP047,WH020,ITM0134,2022-09-10,2022-09-18,2022-10-03,101,8,DHL,TRK8733410,DELIVERED,253.09
SHP001000_DUP,SHPL001000_DUP,PO019466,SUP027,WH015,ITM0093,2024-11-22,2024-12-08,2024-11-27,18,0,BlueDart,TRK7149384,RETURNED,694.3
SHP003962,SHPL003962,PO007165,SUP036,WH002,ITM0074,2022-04-09,2022-04-29,2022-04-30,2,0,Aramex,TRK3843550,IN_TRANSIT,2292.67
SHP004154,SHPL004154,PO007218,SUP044,WH002,ITM0067,2024-09-05,2024-09-19,2024-10-03,142,2,BlueDart,TRK5911194,RETURNED,3250.55
SHP003329,SHPL003329,PO016768,SUP044,WH001,ITM0031,2023-10-28,2023-11-11,2023-11-10,130,6,Aramex,TRK5987978,IN_TRANSIT,3020.19
SHP002286,SHPL002286,PO010841,SUP016,WH015,ITM0137,2022-08-08,2022-08-26,2022-08-11,142,2,BlueDart,TRK2785632,IN_TRANSIT,2756.27
SHP002213,SHPL002213,PO009243,SUP006,WH009,ITM0088,2024-11-14,2024-11-15,2024-11-27,110,8,FedEx,TRK8099081,LOST,4601.36
SHP002883,SHPL002883,PO001092,SUP020,WH008,ITM0002,2023-11-03,2023-11-17,2023-11-18,37,1,UPS,TRK9975054,DELAYED,3716.8
SHP002939,SHPL002939,PO014782,SUP005,WH018,ITM0054,2022-02-03,2022-02-05,2022-02-11,169,1,BlueDart,TRK5204715,DELIVERED,2426.4
SHP002063,SHPL002063,PO013362,SUP032,WH009,ITM0059,2023-11-16,2023-12-08,2023-11-28,193,11,Aramex,TRK4952123,LOST,4242.31
SHP003749,SHPL003749,PO007257,SUP043,WH007,ITM0039,2024-10-03,2024-10-10,2024-11-01,118,0,BlueDart,TRK2995878,DELIVERED,3078.52
SHP002072,SHPL002072,PO001602,SUP002,WH003,ITM0037,2022-09-29,2022-10-12,2022-10-16,14,1,UPS,TRK3711854,RETURNED,1492.91
SHP004849,SHPL004849,PO014758,SUP032,WH016,ITM0106,2024-08-14,2024-09-06,2024-09-09,88,0,Aramex,TRK1603965,DELAYED,4214.64
SHP002569,SHPL002569,PO005850,SUP024,WH012,ITM0102,2023-01-10,2023-01-14,2023-01-28,161,4,Aramex,TRK4524778,DELAYED,INVALID
SHP000973,SHPL000973,PO018394,SUP037,WH013,ITM0137,2024-02-22,2024-03-09,2024-03-08,112,6,BlueDart,TRK6675651,LOST,2065.35
SHP002448,SHPL002448,PO008663,SUP002,WH018,ITM0150,2024-06-03,2024-06-21,2024-06-23,78,0,DHL,INVALID,IN_TRANSIT,
SHP000488,SHPL000488,PO008141,SUP034,WH020,ITM0043,2024-07-30,2024-08-08,2024-08-10,102,9,FedEx,TRK7932042,DELIVERED,4074.08
SHP004457,SHPL004457,PO005180,SUP010,WH011,ITM0067,2024-08-02,2024-08-14,2024-08-16,81,4,BlueDart,TRK5195488,LOST,4616.98
SHP002494,SHPL002494,PO012752,SUP042,WH015,ITM0145,2023-02-25,2023-03-12,2023-03-08,56,2,FedEx,TRK3247544,RETURNED,4066.99
SHP000502,SHPL000502,PO000457,SUP004,WH016,ITM0134,2024-10-23,2024-11-17,2024-11-19,148,11,FedEx,TRK8357949,RETURNED,4242.9
SHP004447,SHPL004447,PO006276,SUP017,WH020,ITM0030,2023-11-02,2023-11-17,2023-11-19,90,5,DHL,TRK8512842,DELAYED,224.21
SHP000650,SHPL000650,PO006749,SUP019,WH008,ITM0008,2023-05-25,2023-05-28,2023-06-19,166,15,UPS,TRK6368377,LOST,1877.23
SHP001380,SHPL001380,PO008174,SUP036,WH005,ITM0146,2024-04-03,2024-04-23,2024-04-16,32,0,,TRK8727429,IN_TRANSIT,3635.15
SHP004270,SHPL004270,PO007648,SUP019,WH005,ITM0101,2023-12-26,2024-01-07,2024-01-17,70,2,BlueDart,,INVALID,4452.18
SHP000163,SHPL000163,PO005438,SUP022,WH015,ITM0136,2022-04-03,2022-04-10,2022-04-13,182,16,BlueDart,TRK9128740,IN_TRANSIT,1678.86
SHP004639,SHPL004639,PO005374,SUP019,WH018,ITM0093,2023-08-25,2023-08-28,2023-08-26,121,0,DHL,,DELAYED,4770.94
SHP003239,SHPL003239,PO011525,SUP043,WH003,ITM0139,2023-05-30,2023-06-21,2023-06-22,119,3,Aramex,TRK1577825,IN_TRANSIT,4360.78
SHP002239,SHPL002239,PO002941,SUP020,WH015,ITM0076,2024-09-16,2024-09-19,2024-09-28,51,0,BlueDart,TRK9602616,IN_TRANSIT,3817.53
SHP001269,SHPL001269,PO010322,SUP011,WH006,ITM0128,2023-06-23,2023-06-24,2023-07-09,134,0,DHL,TRK4577066,DELAYED,4053.16
SHP002647,SHPL002647,PO011028,SUP008,WH015,ITM0013,2022-08-28,2022-09-11,2022-09-24,186,7,,TRK6858962,LOST,967.64
SHP000524,SHPL000524,PO008141,SUP028,WH001,ITM0135,2022-11-12,2022-11-18,2022-12-03,114,4,BlueDart,TRK6862065,IN_TRANSIT,2057.05
SHP003002,SHPL003002,PO010086,SUP009,WH004,ITM0091,2023-04-27,2023-05-11,2023-05-21,171,6,UPS,TRK4860682,LOST,472.6
SHP000826,SHPL000826,PO016778,SUP029,WH004,ITM0095,2023-01-17,2023-01-22,2023-01-31,2,0,,TRK6636450,RETURNED,87.14
SHP000377,SHPL000377,PO009817,SUP038,WH010,ITM0046,2023-07-06,2023-07-30,2023-07-18,20,0,Aramex,TRK4205299,DELAYED,2436.72
SHP001048,SHPL001048,PO012441,SUP015,WH001,ITM0005,2022-11-05,2022-11-15,2022-11-24,35,1,UPS,TRK2708620,DELIVERED,3341.56
SHP004846,SHPL004846,PO009041,SUP007,WH003,ITM0075,2024-12-24,2024-12-26,2024-12-27,193,6,UPS,TRK3819257,RETURNED,196.44
SHP001999,SHPL001999,PO009134,SUP003,WH017,ITM0037,2023-04-29,2023-05-13,2023-05-15,37,2,DHL,TRK5821714,,1569.83
SHP000256,SHPL000256,PO005136,SUP033,WH017,ITM0105,2024-07-29,2024-08-14,2024-08-18,60,6,Aramex,TRK9838463,INVALID,2946.56
SHP002176,SHPL002176,PO016256,SUP019,WH002,ITM0134,2023-04-18,2023-05-10,2023-04-23,130,5,BlueDart,TRK3098367,DELAYED,1583.7
SHP000593,SHPL000593,PO000953,SUP002,WH013,ITM0048,2023-09-29,2023-10-08,2023-10-18,105,3,Aramex,TRK6901484,IN_TRANSIT,2910.57
SHP000374,SHPL000374,PO015921,SUP047,WH003,ITM0083,2024-05-20,2024-05-24,2024-06-18,155,1,Aramex,TRK7033580,DELIVERED,1614.95
SHP003432,SHPL003432,PO003949,SUP047,WH007,ITM0120,2024-08-07,2024-08-29,2024-09-02,3,0,UPS,TRK7009970,DELIVERED,4771.76
SHP004009,SHPL004009,PO001020,SUP007,WH018,ITM0113,2022-10-28,2022-11-21,2022-11-10,121,8,FedEx,TRK5997355,LOST,4651.27
SHP001332,SHPL001332,PO008698,SUP027,WH019,ITM0023,2024-04-05,2024-04-23,2024-04-11,145,7,UPS,TRK4800367,DELAYED,878.06
SHP002407,SHPL002407,PO007447,SUP031,WH003,ITM0010,2024-07-25,2024-07-29,2024-08-14,119,11,FedEx,,RETURNED,INVALID
SHP002084,SHPL002084,PO000391,SUP019,WH006,ITM0122,2022-11-13,2022-11-25,2022-12-09,174,5,Aramex,TRK7388434,DELIVERED,4789.74
SHP001616,SHPL001616,PO016947,SUP015,WH017,ITM0098,2022-04-28,2022-05-06,2022-05-18,142,4,Aramex,TRK7093756,DELAYED,4985.01
SHP003984,SHPL003984,PO013842,SUP043,WH012,ITM0082,2023-08-15,2023-09-03,2023-08-16,10,1,FedEx,TRK7821279,DELIVERED,118.43
SHP000797,SHPL000797,PO008428,SUP006,WH001,ITM0101,2023-10-04,2023-10-23,2023-10-16,71,4,FedEx,TRK6497150,LOST,2415.24
SHP002697,SHPL002697,PO015151,SUP012,WH012,ITM0097,2022-10-14,2022-10-23,2022-10-24,157,9,FedEx,TRK1958976,DELAYED,4209.22
SHP004450,SHPL004450,PO010159,SUP044,WH015,ITM0034,2022-01-18,2022-01-22,2022-02-10,85,1,DHL,TRK5888784,RETURNED,4577.02
SHP002801,SHPL002801,PO001843,SUP004,WH020,ITM0036,2023-11-19,2023-12-07,2023-12-03,4,0,INVALID,TRK1139858,RETURNED,3607.94
SHP003040,SHPL003040,PO011700,SUP003,WH004,ITM0010,2022-03-28,2022-04-04,2022-04-10,161,7,Aramex,TRK8600341,LOST,2882.08
SHP003898,SHPL003898,PO011068,SUP007,WH003,ITM0021,2022-10-14,2022-11-08,2022-10-17,40,1,FedEx,TRK8650926,RETURNED,349.0
SHP003859,SHPL003859,PO011550,SUP029,WH004,ITM0044,2024-01-15,2024-02-07,2024-02-11,105,4,BlueDart,TRK2080636,DELIVERED,2298.87
SHP002603,SHPL002603,PO012492,SUP003,WH019,ITM0054,2024-07-12,2024-07-27,2024-07-19,30,3,BlueDart,TRK6882363,DELAYED,165.61
SHP000390,SHPL000390,PO001002,SUP048,WH005,ITM0040,2022-06-27,2022-07-06,2022-06-30,159,11,UPS,TRK8200650,DELAYED,4312.71
SHP000067,SHPL000067,PO006881,SUP040,WH019,ITM0042,2024-07-18,2024-08-11,2024-08-10,134,11,Aramex,TRK5543899,LOST,2651.06
SHP004107,SHPL004107,PO017516,SUP006,WH018,ITM0005,2022-08-03,2022-08-06,2022-08-12,177,14,Aramex,TRK9901550,IN_TRANSIT,4680.53
SHP002070,SHPL002070,PO008865,SUP030,WH010,ITM0107,2024-06-27,2024-07-10,2024-07-17,120,2,UPS,TRK5818665,DELAYED,
SHP002395,SHPL002395,PO001596,SUP045,WH016,ITM0065,2024-12-14,2025-01-07,2025-01-01,47,3,DHL,TRK1718805,DELIVERED,313.63
SHP000538,SHPL000538,PO017271,SUP037,WH020,ITM0126,2024-12-10,2024-12-24,2024-12-20,45,2,Aramex,TRK4257393,,1399.57
SHP001486,SHPL001486,PO005551,SUP029,WH010,ITM0094,2023-10-08,2023-10-12,2023-10-26,167,6,Aramex,TRK3071704,DELIVERED,3560.52
SHP002129,SHPL002129,PO000820,SUP050,WH006,ITM0020,2022-07-06,2022-07-27,2022-07-10,137,3,BlueDart,TRK5582314,DELAYED,3182.96
SHP004642,SHPL004642,PO017521,SUP045,WH017,ITM0056,2022-11-04,2022-11-18,2022-11-05,23,2,Aramex,TRK7966861,DELIVERED,4387.15
SHP001820,SHPL001820,PO005087,SUP014,WH001,ITM0035,2022-03-22,2022-03-24,2022-04-14,21,1,UPS,TRK7246723,DELAYED,3425.12
SHP000485,SHPL000485,PO008614,SUP001,WH004,ITM0018,2023-04-16,2023-04-25,2023-04-28,1,0,FedEx,TRK9643086,INVALID,1361.1
SHP004078,SHPL004078,PO008777,SUP041,WH020,ITM0110,2022-01-15,2022-01-25,2022-01-29,86,7,DHL,TRK4929004,INVALID,3059.65
SHP001292,SHPL001292,PO002104,SUP038,WH011,ITM0066,2024-06-30,2024-07-13,2024-07-04,126,4,,TRK4965441,INVALID,1634.69
SHP000908,SHPL000908,PO003888,SUP002,WH012,ITM0106,2023-02-02,2023-02-21,2023-02-08,8,0,FedEx,TRK6712309,LOST,1841.74
SHP001755,SHPL001755,PO003038,SUP049,WH013,ITM0091,2023-12-05,2023-12-15,2023-12-26,186,13,UPS,TRK7086160,LOST,
SHP002011,SHPL002011,PO001667,SUP023,WH009,ITM0146,2024-08-27,2024-09-09,2024-09-24,192,11,Aramex,TRK5014754,DELAYED,2351.48
SHP000085,SHPL000085,PO013965,SUP048,WH020,ITM0079,2023-08-30,2023-09-24,2023-09-12,183,3,Aramex,TRK6091421,DELIVERED,94.33
SHP004021,SHPL004021,PO019107,SUP027,WH018,ITM0066,2022-01-08,2022-01-26,2022-01-14,164,4,UPS,TRK2881692,LOST,822.37
SHP002350,SHPL002350,PO000193,SUP022,WH001,ITM0071,2023-02-08,2023-02-09,2023-02-09,141,14,UPS,TRK9877465,,1447.48
SHP003761,SHPL003761,PO017962,SUP013,WH004,ITM0145,2022-11-12,2022-12-01,2022-12-10,165,7,UPS,TRK5658178,LOST,
SHP001078,SHPL001078,PO010388,SUP024,WH017,ITM0118,2023-12-07,2023-12-12,2023-12-24,,7,Aramex,TRK7202728,RETURNED,538.39
SHP003046,SHPL003046,PO008194,SUP041,WH008,ITM0080,2023-02-11,2023-02-12,2023-02-27,172,9,FedEx,TRK9806337,DELIVERED,2808.24
SHP000200,SHPL000200,PO016224,SUP041,WH013,ITM0026,2022-12-09,2022-12-24,2022-12-16,59,1,UPS,TRK4618445,RETURNED,1132.24
SHP004342,SHPL004342,PO000218,SUP005,WH012,ITM0084,2024-12-22,2025-01-14,2025-01-19,192,11,FedEx,TRK8247117,RETURNED,2455.85
SHP001059,SHPL001059,PO012360,SUP049,WH016,ITM0062,2024-12-16,2025-01-07,2024-12-20,107,7,UPS,TRK1543925,IN_TRANSIT,2514.1
SHP002147,SHPL002147,PO010400,SUP014,WH002,ITM0067,2023-11-18,2023-11-23,2023-12-12,93,1,DHL,TRK2144648,IN_TRANSIT,2783.44
SHP003720,SHPL003720,PO004383,SUP030,WH018,ITM0076,2024-06-26,2024-07-03,2024-07-21,94,3,UPS,TRK5653466,IN_TRANSIT,3071.54
SHP003525,SHPL003525,PO019181,SUP031,WH019,ITM0128,2023-03-19,2023-03-26,2023-03-27,2,0,FedEx,TRK6656817,IN_TRANSIT,
SHP004903,SHPL004903,PO016650,SUP035,WH011,ITM0092,2024-09-27,2024-10-22,2024-09-29,17,1,FedEx,TRK3969302,RETURNED,2065.68
SHP002077,SHPL002077,PO014496,SUP001,WH012,ITM0060,2023-10-26,2023-11-05,2023-11-18,153,13,DHL,TRK4351573,IN_TRANSIT,1248.32
SHP001175,SHPL001175,PO015192,SUP035,WH001,ITM0067,2024-10-17,2024-10-19,2024-10-19,103,10,Aramex,TRK4065575,IN_TRANSIT,2210.56
SHP000897,SHPL000897,PO017385,SUP037,WH011,ITM0005,2024-08-15,2024-08-20,2024-09-03,198,15,BlueDart,TRK5811783,RETURNED,4975.25
SHP001933,SHPL001933,PO005898,SUP017,WH013,ITM0040,2024-12-09,2024-12-21,2024-12-20,177,3,DHL,TRK2097820,DELIVERED,4110.8
SHP001918,SHPL001918,PO018837,SUP038,WH002,ITM0090,2023-12-18,2024-01-05,2023-12-31,13,1,UPS,TRK8151327,RETURNED,577.76
SHP002867,SHPL002867,PO000494,SUP006,WH012,ITM0109,2023-10-14,2023-10-16,2023-10-22,65,6,BlueDart,TRK4651598,DELIVERED,2185.93
SHP000716,SHPL000716,PO010689,SUP050,WH004,ITM0085,2022-12-20,2023-01-02,2023-01-15,155,14,BlueDart,TRK5877969,RETURNED,1398.14
SHP002230,SHPL002230,PO004845,SUP050,WH009,ITM0052,2022-06-08,2022-06-19,2022-07-02,41,2,Aramex,TRK1989678,IN_TRANSIT,3970.11
SHP001247,SHPL001247,PO008908,SUP034,WH005,ITM0119,2022-09-25,2022-09-30,2022-10-24,19,1,FedEx,TRK5758568,IN_TRANSIT,1881.49
SHP001600,SHPL001600,PO000782,SUP027,WH007,ITM0011,2022-06-29,2022-07-19,2022-07-13,138,4,Aramex,TRK1143132,RETURNED,2170.17
SHP002317,SHPL002317,PO016542,SUP006,WH001,ITM0074,2023-11-06,2023-11-17,2023-11-11,84,8,DHL,TRK9398288,DELIVERED,2476.32
SHP001282,SHPL001282,PO017892,SUP021,WH008,ITM0047,2023-08-02,2023-08-18,2023-08-07,20,2,Aramex,TRK9588812,DELAYED,2650.73
SHP004403,SHPL004403,PO009901,SUP011,WH011,ITM0065,2023-05-21,2023-05-27,2023-06-05,135,13,UPS,TRK7535282,IN_TRANSIT,525.02
SHP000367,SHPL000367,PO017075,SUP050,WH016,ITM0028,2022-02-22,2022-03-01,2022-03-17,7,0,Aramex,TRK8789445,DELAYED,2311.9
SHP004753,SHPL004753,PO008100,SUP031,WH009,ITM0037,2023-11-18,2023-12-07,2023-12-17,199,15,FedEx,TRK6978275,IN_TRANSIT,4760.43
SHP004056,SHPL004056,PO016205,SUP027,WH017,ITM0036,2022-04-28,2022-05-16,2022-05-25,172,14,FedEx,TRK4766251,DELAYED,4658.54
SHP001094,SHPL001094,PO019468,SUP025,WH007,ITM0115,2022-02-14,2022-03-06,2022-03-12,58,4,INVALID,TRK1684655,DELIVERED,4455.59
SHP002525,SHPL002525,PO004417,SUP028,WH018,ITM0147,2023-03-09,2023-03-29,2023-03-14,19,0,DHL,,IN_TRANSIT,476.17
SHP003969,SHPL003969,PO009848,SUP036,WH011,ITM0032,2022-09-30,2022-10-01,2022-10-04,46,0,Aramex,TRK1070075,DELAYED,466.57
