PO_ID,PO_LINE_ID,SUPPLIER_ID,ITEM_ID,CUSTOMER_ID,WAREHOUSE_ID,CURRENCY_CODE,ORDER_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,QUANTITY_ORDERED,QUANTITY_RECEIVED,UNIT_PRICE_ORIG,UNIT_COST_ORIG,TOTAL_AMOUNT_ORIG,DISCOUNT_PCT,PAYMENT_STATUS,INVOICE_NUMBER,NOTES
PO008832,POL008832,SUP007,ITM0008,CUST0064,WH018,CAD,2024-05-12,2024-06-01,2024-06-12,DELIVERED,93,36,752.11,432.88,69946.23,2.89,PAID,INV744963,
PO008294,POL008294,SUP044,ITM0036,CUST0065,WH002,JPY,2023-08-03,2023-08-17,2023-08-24,PARTIALLY_DELIVERED,294,103,664.5,479.79,195363.0,16.15,PAID,INV140938,Urgent
PO007899,POL007899,SUP027,ITM0123,CUST0096,WH006,INR,2022-08-15,2022-09-01,2022-09-16,CANCELLED,195,97,334.44,168.06,65215.8,9.62,OVERDUE,INV489826,Urgent
PO016905,POL016905,SUP003,ITM0129,CUST0069,WH010,CAD,2023-12-13,2024-01-30,2024-02-02,PENDING,329,0,3471.81,2014.91,1142225.49,1.51,OVERDUE,INV522590,Quality issue
PO015419,POL015419,SUP050,ITM0095,CUST0029,WH008,JPY,2022-11-13,2022-12-10,,CANCELLED,494,228,2345.65,1212.91,1158751.1,2.97,PAID,INV737099,
PO002023,POL002023,SUP025,ITM0002,CUST0054,WH005,USD,2024-10-25,2024-12-22,2024-12-31,APPROVED,429,88,2623.21,1836.79,1125357.09,3.85,OVERDUE,INV297722,Urgent
PO019404,POL019404,SUP027,ITM0054,CUST0058,WH020,CAD,2024-02-23,2024-03-27,2024-03-31,INVALID,160,150,1549.02,952.32,247843.2,4.63,UNPAID,INV670610,Partial shipment
PO017322,POL017322,SUP043,ITM0043,CUST0006,WH010,INR,2022-11-24,2022-12-08,2022-12-09,PENDING,396,0,2291.91,1497.53,907596.36,6.47,UNPAID,INV435208,
PO017797,POL017797,SUP009,ITM0121,CUST0026,WH008,INR,2022-06-02,2022-06-11,2022-06-08,SHIPPED,,5,2455.01,1712.82,29460.12,3.24,PARTIAL,INV151101,
PO013612,POL013612,SUP016,ITM0033,CUST0017,WH013,GBP,2023-11-20,2023-12-31,2024-01-12,CANCELLED,237,76,3591.29,2010.53,851135.73,9.58,OVERDUE,INV712480,Partial shipment
PO010676,POL010676,SUP020,ITM0082,CUST0052,WH015,EUR,2024-05-11,2024-05-31,2024-06-07,PARTIALLY_DELIVERED,406,399,4499.74,2953.53,1826894.44,15.68,PARTIAL,INV949016,Urgent
PO016777,POL016777,SUP040,ITM0149,CUST0073,WH011,USD,2022-07-21,2022-09-11,2022-09-26,DELIVERED,95,64,1134.19,730.33,107748.05,10.79,OVERDUE,INV922127,Partial shipment
PO016139,POL016139,SUP009,ITM0130,CUST0094,WH002,USD,2024-04-08,2024-05-16,,CANCELLED,431,45,1182.18,819.93,509519.58,3.88,OVERDUE,INV569651,Urgent
PO004926,POL004926,SUP044,ITM0141,CUST0004,WH005,JPY,2024-01-28,2024-02-26,2024-02-22,APPROVED,162,86,2135.39,1183.49,345933.18,15.54,PARTIAL,INV604158,Quality issue
PO016415,POL016415,SUP048,ITM0124,CUST0067,WH012,GBP,2022-02-24,2022-03-01,,DELIVERED,127,77,4130.34,2595.99,524553.18,4.29,PARTIAL,INV493624,
PO004692,POL004692,SUP040,ITM0103,CUST0015,WH017,INR,2024-02-26,2024-04-19,2024-04-19,SHIPPED,291,150,412.72,303.08,120101.52,16.63,PARTIAL,INV786258,Quality issue
PO013670,POL013670,SUP039,ITM0087,CUST0088,WH004,INR,2023-04-11,2023-04-30,2023-04-30,CANCELLED,251,106,368.71,200.84,92546.21,16.48,UNPAID,INV837307,
PO003063,POL003063,SUP012,ITM0019,CUST0010,WH004,CAD,2023-07-02,2023-07-19,2023-07-21,PENDING,,0,722.01,486.88,153066.12,17.65,OVERDUE,INV105630,
PO003791,POL003791,SUP048,ITM0082,CUST0006,WH006,AUD,2022-11-25,2022-12-19,,SHIPPED,145,52,2243.28,1295.52,325275.6,1.65,OVERDUE,INV890983,
PO008643,POL008643,SUP017,ITM0112,CUST0085,WH003,JPY,2022-10-29,2022-12-04,2022-12-10,PARTIALLY_DELIVERED,476,301,1686.49,1114.47,802769.24,13.11,OVERDUE,INV724809,Partial shipment
PO006152,POL006152,SUP006,ITM0108,CUST0025,WH017,MXN,2023-07-13,2023-07-30,2023-08-02,APPROVED,142,23,1951.79,1338.89,277154.18,3.56,OVERDUE,INV177182,Urgent
PO011814,POL011814,SUP040,ITM0128,CUST0073,WH013,INR,2022-08-27,2022-10-02,2022-10-08,CANCELLED,390,24,1332.59,789.75,519710.1,10.56,PARTIAL,INV730926,Quality issue
PO011869,POL011869,SUP046,ITM0115,CUST0056,WH018,CAD,2022-08-25,2022-10-13,2022-10-14,PARTIALLY_DELIVERED,397,394,2392.16,1331.02,949687.52,9.23,OVERDUE,INV514475,Urgent
PO001673,POL001673,SUP015,ITM0062,CUST0002,WH020,INR,2023-04-08,2023-04-14,2023-04-21,DELIVERED,177,8,863.29,671.57,152802.33,19.98,OVERDUE,INV890087,Urgent
PO009282,POL009282,,ITM0041,CUST0081,WH006,MXN,2022-11-07,2022-11-13,2022-11-15,PARTIALLY_DELIVERED,139,47,2881.42,1864.0,400517.38,10.68,UNPAID,INV745223,Quality issue
PO004958,POL004958,SUP050,ITM0098,CUST0052,WH011,CAD,2023-02-04,2023-03-25,2023-04-01,PARTIALLY_DELIVERED,24,20,1022.51,522.27,24540.24,6.83,OVERDUE,INV456123,
PO018448,POL018448,SUP041,ITM0061,CUST0085,WH010,EUR,2023-03-18,2023-05-14,,CANCELLED,156,33,4933.21,2879.73,769580.76,16.57,OVERDUE,INV881651,
PO008098,POL008098,SUP028,ITM0006,CUST0032,WH014,MXN,2023-08-07,2023-08-13,2023-08-14,PARTIALLY_DELIVERED,500,154,1230.11,642.84,615055.0,10.44,PAID,INV226533,
PO012821,POL012821,SUP006,ITM0056,CUST0080,WH010,MXN,2024-02-14,2024-02-26,2024-03-11,APPROVED,179,99,4687.42,2868.54,839048.18,4.47,PAID,INV507698,Partial shipment
PO011479,POL011479,SUP023,ITM0117,CUST0016,WH013,GBP,2022-05-28,2022-06-02,2022-06-08,PENDING,167,0,2909.82,1960.3,485939.94,19.71,OVERDUE,INV690722,
PO006636,POL006636,SUP016,ITM0044,CUST0013,WH004,EUR,2024-12-25,2025-02-20,2025-02-15,SHIPPED,450,300,1811.98,1427.76,815391.0,3.67,UNPAID,INV332649,
PO000490,POL000490,SUP021,ITM0116,CUST0040,WH014,CAD,2023-06-23,2023-07-26,2023-07-30,PARTIALLY_DELIVERED,75,72,1534.63,1101.88,115097.25,7.87,OVERDUE,INV105948,Partial shipment
PO019677,POL019677,SUP037,ITM0045,CUST0017,WH012,EUR,2024-10-11,2024-10-22,2024-10-28,CANCELLED,239,184,956.02,613.33,228488.78,0.59,OVERDUE,INV778206,Partial shipment
PO004124,POL004124,SUP020,ITM0047,CUST0075,WH017,MXN,2022-01-19,2022-02-16,2022-03-03,CANCELLED,256,160,2282.92,1303.21,,18.16,OVERDUE,INV971133,Partial shipment
PO018280,POL018280,SUP037,ITM0007,CUST0029,WH017,EUR,2022-06-18,2022-06-28,2022-06-24,CANCELLED,95,27,3672.84,1957.25,348919.8,6.25,PARTIAL,INV503273,
PO009618,POL009618,SUP043,ITM0060,CUST0034,WH005,MXN,2022-09-21,2022-10-10,2022-10-12,SHIPPED,301,149,715.3,459.8,215305.3,7.32,PAID,INV313422,Quality issue
PO017221,POL017221,SUP013,ITM0089,CUST0040,WH013,JPY,2022-10-21,2022-11-16,2022-11-14,PARTIALLY_DELIVERED,107,41,2501.14,1500.66,267621.98,14.86,UNPAID,INV154522,Partial shipment
PO002145,POL002145,SUP024,ITM0037,CUST0047,WH011,JPY,2023-05-17,2023-07-09,2023-07-05,CANCELLED,79,68,1744.58,975.51,137821.82,8.91,OVERDUE,INV613404,
PO018549,POL018549,SUP032,ITM0073,CUST0063,WH016,CAD,2022-12-10,2023-01-01,2022-12-31,APPROVED,358,319,4066.79,2244.25,1455910.82,8.48,PAID,INV839038,Urgent
PO002816_DUP,POL002816_DUP,SUP015,ITM0018,CUST0014,WH014,INR,2024-03-26,2024-03-31,2024-04-01,DELIVERED,436,23,3754.91,2453.73,1637140.76,2.46,OVERDUE,INV986960,Urgent
PO013481,POL013481,SUP011,ITM0130,CUST0050,WH006,MXN,2024-10-17,2024-10-31,2024-10-29,APPROVED,462,70,1915.64,962.97,885025.68,2.36,OVERDUE,INV631671,Urgent
PO017379,POL017379,SUP016,ITM0007,CUST0078,WH001,USD,2023-08-19,2023-09-15,,PENDING,473,0,2608.74,1672.61,1233934.02,13.08,OVERDUE,INV499666,Partial shipment
PO018655,POL018655,SUP018,ITM0008,CUST0061,WH015,JPY,2022-01-04,2022-02-17,2022-02-15,PENDING,380,0,3325.9,1939.57,1263842.0,8.04,PARTIAL,INV286284,
PO008641,POL008641,SUP015,ITM0036,CUST0086,WH014,CAD,2023-02-23,2023-03-22,2023-03-25,DELIVERED,468,335,2340.05,1525.8,1095143.4,13.78,OVERDUE,INV673446,Quality issue
PO001899,POL001899,SUP019,ITM0101,CUST0017,WH015,MXN,2022-07-18,2022-08-09,2022-08-13,CANCELLED,91,22,4506.78,2781.8,410116.98,10.03,PARTIAL,INV209454,Quality issue
PO012853,POL012853,SUP009,ITM0135,CUST0031,WH005,JPY,2024-05-12,2024-07-08,2024-07-19,APPROVED,345,229,4519.89,2368.31,1559362.05,7.48,UNPAID,INV914433,
PO004788,POL004788,SUP013,ITM0089,CUST0074,WH019,JPY,2024-05-02,2024-05-05,2024-05-06,DELIVERED,417,321,1886.5,1384.59,786670.5,11.85,PAID,INV921806,Partial shipment
PO015973,POL015973,SUP050,ITM0028,CUST0036,WH012,JPY,2022-05-18,2022-07-12,2022-07-10,SHIPPED,358,103,4896.69,2602.11,1753015.02,14.43,UNPAID,INV140632,
PO019355,POL019355,SUP040,ITM0131,CUST0069,WH006,EUR,2022-05-13,2022-06-22,2022-06-27,PARTIALLY_DELIVERED,94,34,1278.15,965.41,120146.1,5.3,PARTIAL,INV513622,
PO011562,POL011562,SUP022,ITM0094,CUST0042,WH019,CAD,2022-05-22,2022-06-01,2022-06-03,APPROVED,165,21,3657.97,2632.7,603565.05,4.24,PAID,INV841974,
PO003409,POL003409,SUP044,ITM0077,CUST0002,WH010,GBP,2024-03-17,2024-03-20,2024-03-30,APPROVED,30,9,1541.74,883.42,46252.2,18.49,PAID,INV265889,
PO001833,POL001833,SUP022,ITM0112,CUST0033,WH003,CAD,2023-08-20,2023-10-02,,CANCELLED,205,135,341.54,223.5,70015.7,14.64,PARTIAL,INV382919,
PO012765,POL012765,SUP031,ITM0090,CUST0004,WH020,CAD,2022-07-19,2022-08-05,2022-08-09,DELIVERED,242,14,4998.24,2967.15,1209574.08,15.64,UNPAID,INV805529,Quality issue
PO006465,POL006465,SUP040,ITM0121,CUST0095,WH006,INR,2023-03-22,2023-04-30,2023-04-30,PARTIALLY_DELIVERED,277,17,2233.47,1653.66,618671.19,15.36,PAID,INV802508,Urgent
PO007789,POL007789,SUP050,ITM0095,CUST0068,WH016,AUD,2023-05-21,2023-06-02,2023-06-08,PARTIALLY_DELIVERED,192,113,1618.56,846.7,310763.52,5.44,OVERDUE,INV151693,
PO012018,POL012018,SUP018,ITM0069,CUST0071,WH001,INR,2022-12-07,2022-12-27,2023-01-02,CANCELLED,68,47,809.17,608.03,55023.56,4.35,PARTIAL,INV190907,Quality issue
PO001973,POL001973,SUP005,ITM0124,CUST0060,WH002,GBP,2022-03-01,2022-03-10,2022-03-23,SHIPPED,405,66,477.31,299.11,193310.55,17.69,UNPAID,INV682084,
PO004082,POL004082,SUP037,ITM0113,CUST0020,WH012,GBP,2024-06-23,2024-07-18,2024-07-23,CANCELLED,124,2,3865.43,2722.67,479313.32,19.22,OVERDUE,INV579209,
PO011675,POL011675,SUP048,ITM0023,CUST0071,WH015,GBP,2023-10-22,2023-10-31,,SHIPPED,320,241,2390.11,1208.08,764835.2,7.8,UNPAID,INV354018,Urgent
PO002447,POL002447,SUP007,ITM0143,CUST0010,WH012,GBP,2024-08-30,2024-10-13,,CANCELLED,326,176,2439.47,1728.8,795267.22,17.96,UNPAID,INV482776,
PO011658,POL011658,SUP029,ITM0056,CUST0051,WH016,AUD,2023-10-15,2023-10-20,2023-10-22,SHIPPED,284,169,811.39,509.69,230434.76,12.72,OVERDUE,INV691682,Urgent
PO005318,POL005318,SUP023,ITM0001,CUST0087,WH019,EUR,2024-10-06,2024-10-27,,PENDING,297,0,3012.53,1767.05,894721.41,8.79,OVERDUE,INV213083,
PO009900,POL009900,SUP042,ITM0148,CUST0026,WH003,MXN,2023-09-30,2023-10-04,2023-10-15,SHIPPED,138,12,2826.26,1534.98,390023.88,16.94,OVERDUE,INV561441,Urgent
PO014972,POL014972,SUP009,ITM0138,CUST0019,WH007,AUD,2023-02-23,2023-04-20,2023-04-28,DELIVERED,487,251,1339.53,965.08,652351.11,10.81,PARTIAL,INV650711,Urgent
PO003316,POL003316,SUP049,ITM0030,CUST0027,WH020,JPY,2024-06-08,2024-07-05,2024-07-12,PARTIALLY_DELIVERED,201,36,979.17,696.98,196813.17,15.93,UNPAID,INV284538,
PO014111,POL014111,SUP035,ITM0012,CUST0034,WH008,EUR,2022-02-02,2022-03-25,2022-03-30,PENDING,120,0,620.11,460.5,74413.2,11.35,UNPAID,INV818563,
PO019957,POL019957,SUP013,ITM0034,CUST0047,WH019,GBP,2022-04-24,2022-06-09,2022-06-12,APPROVED,106,22,2272.25,1633.32,240858.5,18.96,PARTIAL,INV370846,
PO009715,POL009715,SUP015,ITM0030,CUST0031,WH004,USD,2023-11-12,2023-12-07,,DELIVERED,382,207,3475.07,1947.4,1327476.74,15.25,PAID,INV754773,Urgent
PO009035,POL009035,SUP029,ITM0080,CUST0037,WH017,AUD,2024-06-18,2024-06-25,2024-07-09,CANCELLED,192,17,4352.04,2504.82,835591.68,17.24,PARTIAL,INV388496,
PO009121,POL009121,SUP014,ITM0075,CUST0049,WH010,AUD,2024-12-11,2024-12-18,2025-01-01,SHIPPED,173,76,4896.58,3621.18,847108.34,15.52,OVERDUE,INV313067,
PO005785,POL005785,SUP045,ITM0010,CUST0011,WH007,EUR,2023-08-28,2023-10-06,2023-10-20,SHIPPED,239,187,1586.77,1195.43,379238.03,7.73,OVERDUE,INV240105,
PO003116,POL003116,SUP020,ITM0009,CUST0050,WH011,INR,2022-07-04,2022-08-04,2022-08-05,CANCELLED,138,46,394.41,237.93,54428.58,15.11,UNPAID,INV285171,Quality issue
PO011218,POL011218,SUP046,ITM0059,CUST0056,WH002,CAD,2022-08-05,2022-09-23,2022-09-23,PARTIALLY_DELIVERED,441,3,1239.39,902.58,546570.99,10.26,OVERDUE,INV735600,
PO001406,POL001406,SUP002,ITM0023,CUST0013,WH007,AUD,2023-05-02,2023-05-09,2023-05-05,CANCELLED,332,284,644.24,501.38,213887.68,7.64,PARTIAL,INV605407,Quality issue
PO008539,POL008539,SUP021,ITM0002,CUST0053,WH018,INR,2022-05-10,2022-06-02,2022-06-04,APPROVED,136,106,2693.48,1629.79,366313.28,7.5,PAID,INV497939,Urgent
PO006889,POL006889,SUP044,ITM0072,CUST0093,WH017,JPY,2023-09-07,2023-10-26,2023-10-22,PARTIALLY_DELIVERED,95,63,1438.46,903.86,136653.7,18.82,OVERDUE,INV907436,
PO006905,POL006905,SUP031,ITM0083,CUST0049,WH007,JPY,2023-05-30,2023-06-11,2023-06-25,DELIVERED,411,359,4447.2,2630.94,1827799.2,9.62,PARTIAL,INV405730,
PO009292,POL009292,SUP015,ITM0108,CUST0087,WH010,EUR,2024-11-01,2024-11-09,2024-11-18,PENDING,68,0,2627.98,1627.55,178702.64,2.58,UNPAID,INV167662,Quality issue
PO010352,POL010352,SUP043,ITM0002,CUST0074,WH002,JPY,2022-01-10,2022-03-07,2022-03-06,PARTIALLY_DELIVERED,184,141,2596.69,1990.95,477790.96,16.15,OVERDUE,INV770536,
PO014812,POL014812,SUP010,ITM0002,CUST0077,WH008,CAD,2022-07-28,2022-08-21,2022-08-20,SHIPPED,212,143,2621.19,1676.12,555692.28,15.54,PARTIAL,INV613463,
PO002422,POL002422,SUP017,ITM0143,CUST0063,WH003,MXN,2024-06-02,2024-06-27,2024-07-12,PENDING,402,0,4784.29,2406.72,1923284.58,17.8,UNPAID,INV502080,
PO011544,POL011544,SUP049,ITM0054,CUST0019,WH016,GBP,2024-12-26,2025-01-15,2025-01-21,APPROVED,100,32,4275.59,2421.49,427559.0,12.2,OVERDUE,INV398790,
PO017133,POL017133,SUP025,ITM0097,CUST0092,WH015,EUR,2024-07-08,2024-08-07,2024-08-15,SHIPPED,464,215,1578.67,1008.4,732502.88,10.8,OVERDUE,INV303106,Partial shipment
PO000026,POL000026,SUP012,ITM0005,CUST0080,WH012,MXN,2023-08-29,2023-10-23,2023-10-29,PARTIALLY_DELIVERED,1,0,3880.71,2529.4,3880.71,6.41,PAID,INV790266,Quality issue
PO016309,POL016309,SUP035,ITM0098,CUST0050,WH001,JPY,2024-04-21,2024-04-26,2024-05-01,PARTIALLY_DELIVERED,487,253,1663.11,1068.95,809934.57,11.28,UNPAID,INV895230,
PO008593,POL008593,SUP012,ITM0060,CUST0034,WH008,INR,2024-01-06,2024-02-16,,DELIVERED,161,32,3670.35,2519.5,590926.35,2.5,OVERDUE,INV391723,
PO013765,POL013765,SUP022,ITM0150,CUST0024,WH017,MXN,2024-06-15,2024-07-27,2024-08-08,CANCELLED,49,42,14.78,9.52,724.22,9.21,PAID,INV935349,Partial shipment
PO004833,POL004833,SUP019,ITM0134,CUST0002,WH017,AUD,2023-11-27,2024-01-07,2024-01-19,CANCELLED,466,376,4316.87,2498.68,2011661.42,14.16,UNPAID,INV968365,
PO016779,POL016779,SUP039,ITM0087,CUST0029,WH006,AUD,2024-06-23,2024-07-13,2024-07-15,PENDING,481,0,3466.26,1931.31,1667271.06,8.29,UNPAID,INV242111,Quality issue
PO012878,POL012878,SUP002,ITM0141,CUST0059,WH008,INR,2023-01-23,2023-02-21,2023-03-05,DELIVERED,371,211,3461.97,2258.85,1284390.87,11.62,PARTIAL,INV721729,
PO005538,POL005538,SUP030,ITM0075,CUST0014,WH020,AUD,2023-01-25,2023-03-24,2023-04-04,PENDING,116,0,14.9,8.62,1728.4,10.07,OVERDUE,INV523969,
PO010915,POL010915,SUP047,ITM0146,CUST0072,WH011,MXN,2024-12-05,2025-01-30,2025-02-14,APPROVED,47,1,575.21,420.39,27034.87,2.12,UNPAID,INV843323,Quality issue
PO003224,POL003224,SUP019,ITM0095,CUST0034,WH012,GBP,2022-07-01,2022-08-12,,PARTIALLY_DELIVERED,83,36,2376.33,1811.36,197235.39,15.37,OVERDUE,INV268090,Partial shipment
PO006806,POL006806,SUP025,ITM0086,CUST0032,WH020,CAD,2024-11-24,2024-12-27,,PENDING,120,0,30.81,24.24,3697.2,3.87,UNPAID,INV894035,
PO017832,POL017832,SUP011,ITM0046,CUST0096,WH012,AUD,2024-08-18,2024-10-05,2024-10-17,CANCELLED,328,115,1156.98,879.22,379489.44,15.8,PARTIAL,INV173298,Urgent
PO016259,POL016259,SUP018,ITM0068,CUST0088,WH012,GBP,2022-04-18,2022-04-27,2022-04-27,SHIPPED,477,460,974.58,541.32,464874.66,2.08,PAID,INV836216,
PO005936,POL005936,SUP028,ITM0026,CUST0042,WH019,JPY,2022-01-19,2022-01-28,2022-02-10,PARTIALLY_DELIVERED,309,23,3371.11,1929.76,1041672.99,19.04,OVERDUE,INV289345,Partial shipment
PO001386,POL001386,SUP043,ITM0099,CUST0071,WH005,INR,2024-04-16,2024-05-21,2024-05-16,DELIVERED,369,362,2310.48,1559.72,852567.12,12.28,PARTIAL,INV846601,
PO010636,POL010636,SUP033,ITM0038,CUST0091,WH012,INR,2023-05-09,2023-05-22,2023-06-03,CANCELLED,117,32,4998.92,3712.67,584873.64,14.37,UNPAID,INV212972,
PO003606,POL003606,SUP022,ITM0009,CUST0084,WH005,EUR,2023-04-24,2023-04-30,2023-05-10,DELIVERED,450,284,4980.69,2952.92,2241310.5,8.44,PAID,INV179960,Quality issue
PO013626,POL013626,SUP043,ITM0099,CUST0033,WH001,INR,2024-08-14,2024-08-22,,DELIVERED,35,31,2506.17,1554.0,87715.95,2.77,PAID,INV717918,
PO008710,POL008710,SUP007,ITM0051,CUST0016,WH004,JPY,2023-06-29,2023-08-24,,APPROVED,182,119,4750.84,2404.1,864652.88,5.24,UNPAID,INV570127,
PO002852,POL002852,SUP008,ITM0029,CUST0098,WH016,USD,2023-07-27,2023-08-08,,DELIVERED,58,28,1504.53,1019.27,87262.74,10.53,PARTIAL,INV489823,
PO012872,POL012872,SUP037,ITM0034,CUST0019,WH012,INR,2022-06-13,2022-07-26,2022-08-08,DELIVERED,418,271,3709.15,1885.26,1550424.7,17.98,PARTIAL,INV434846,
PO000927,POL000927,SUP030,ITM0013,CUST0063,WH010,USD,2023-12-11,2024-01-27,2024-02-10,PENDING,343,0,4582.07,3632.66,1571650.01,13.87,UNPAID,INV727325,
PO006627,POL006627,SUP009,ITM0129,CUST0043,WH008,JPY,2023-07-31,2023-08-31,2023-09-04,CANCELLED,300,268,902.34,502.16,270702.0,9.48,PAID,INV328206,Partial shipment
PO018906,POL018906,SUP001,ITM0094,CUST0071,WH014,USD,2023-01-02,2023-01-06,2023-01-19,PENDING,492,0,4096.81,2711.26,2015630.52,0.27,OVERDUE,INV615142,
PO002545,POL002545,SUP029,ITM0083,CUST0088,WH005,JPY,2022-06-14,2022-07-23,2022-07-27,SHIPPED,494,336,3814.66,2667.65,1884442.04,18.15,UNPAID,INV446214,Urgent
PO006304,POL006304,SUP046,ITM0061,CUST0003,WH008,EUR,2022-11-10,2022-12-28,2023-01-12,PENDING,139,0,3540.29,2044.68,492100.31,10.32,OVERDUE,INV565811,
PO005759,POL005759,SUP026,ITM0042,CUST0038,WH020,AUD,2024-10-22,2024-12-06,2024-12-06,PARTIALLY_DELIVERED,422,329,151.41,113.21,63895.02,10.88,OVERDUE,INV959911,
PO001868,POL001868,SUP045,ITM0080,CUST0071,WH014,USD,2022-08-05,2022-09-21,2022-10-01,PENDING,457,0,4718.21,2493.26,2156221.97,8.18,PAID,INV647164,Partial shipment
PO001742,POL001742,SUP032,ITM0041,CUST0098,WH003,INR,2023-11-16,2023-12-08,2023-12-03,SHIPPED,145,66,921.23,515.56,133578.35,19.86,PAID,INV191258,
PO004232,POL004232,SUP022,ITM0129,CUST0082,WH013,CAD,2022-02-18,2022-03-19,,CANCELLED,409,30,659.97,479.24,269927.73,8.98,PARTIAL,INV163690,Quality issue
PO009611,POL009611,SUP042,ITM0116,CUST0080,WH004,INR,2022-12-09,2023-01-19,2023-01-24,SHIPPED,385,108,4696.13,2779.9,1808010.05,0.11,PARTIAL,INV306470,
PO011564,POL011564,SUP016,ITM0104,CUST0078,WH006,EUR,2023-12-13,2024-01-28,,CANCELLED,367,114,1044.71,528.51,383408.57,1.54,PAID,INV738519,Urgent
PO010504,POL010504,SUP042,ITM0135,CUST0084,WH005,USD,2023-06-02,2023-07-27,2023-08-06,CANCELLED,393,197,371.12,247.26,145850.16,4.95,OVERDUE,INV653894,
PO014977,POL014977,SUP045,ITM0074,CUST0089,WH018,USD,2023-12-23,2024-01-15,2024-01-28,CANCELLED,437,106,1229.56,910.53,537317.72,19.28,UNPAID,INV573692,
PO000597,POL000597,SUP002,ITM0070,CUST0025,WH008,INR,2022-04-01,2022-05-16,,SHIPPED,364,353,1411.44,908.62,513764.16,8.96,PAID,INV781765,
PO005197,POL005197,SUP020,ITM0056,CUST0087,WH014,USD,2022-03-27,2022-05-01,2022-05-06,SHIPPED,61,23,3035.95,1696.22,185192.95,13.81,PAID,INV891605,Urgent
PO001665,POL001665,SUP034,ITM0140,CUST0084,WH011,MXN,2023-09-14,2023-09-28,2023-10-02,PARTIALLY_DELIVERED,109,90,4798.3,3569.93,523014.7,3.69,OVERDUE,INV856665,
PO000896,POL000896,SUP012,ITM0103,CUST0085,WH002,USD,2022-09-07,2022-10-21,2022-10-20,DELIVERED,455,260,3301.66,1868.49,1502255.3,15.69,OVERDUE,INV340374,Quality issue
PO011553,POL011553,SUP018,ITM0053,CUST0069,WH002,CAD,,2023-07-29,2023-08-09,PARTIALLY_DELIVERED,103,28,938.26,745.92,96640.78,3.9,UNPAID,INV119746,Urgent
PO010307,POL010307,SUP027,ITM0040,CUST0033,WH005,EUR,2022-07-25,2022-08-07,,APPROVED,209,39,4285.93,2670.65,895759.37,8.23,OVERDUE,INV517372,Quality issue
PO016026,POL016026,SUP011,ITM0033,CUST0088,WH012,AUD,2022-08-25,2022-10-09,2022-10-11,DELIVERED,100,17,4903.29,2473.06,490329.0,16.5,OVERDUE,INV371905,
PO003562,POL003562,SUP014,ITM0118,CUST0074,WH002,EUR,2023-08-23,2023-09-20,2023-09-25,SHIPPED,275,18,4533.81,2921.51,1246797.75,6.42,UNPAID,INV902797,Urgent
PO010010,POL010010,SUP008,ITM0041,CUST0082,WH015,MXN,2023-12-04,2023-12-17,2023-12-20,CANCELLED,53,47,639.99,335.39,33919.47,12.83,OVERDUE,INV846242,
PO015501,POL015501,SUP007,ITM0044,CUST0021,WH009,MXN,2022-09-09,2022-09-29,2022-10-01,DELIVERED,5,3,4123.22,2146.46,20616.1,7.42,UNPAID,INV488484,
PO005439,POL005439,SUP023,ITM0011,CUST0096,WH013,EUR,2022-08-28,2022-09-15,2022-09-23,PARTIALLY_DELIVERED,485,158,4927.51,3687.8,2389842.35,8.88,PARTIAL,INV498701,
PO008684,POL008684,SUP005,ITM0138,CUST0091,WH006,CAD,2024-08-17,2024-10-08,2024-10-18,DELIVERED,382,345,4420.89,2298.19,1688779.98,15.92,PARTIAL,INV854277,
PO005993,POL005993,SUP047,ITM0021,CUST0001,WH020,EUR,2024-06-14,2024-07-01,,APPROVED,380,25,753.09,432.72,286174.2,12.93,UNPAID,INV714869,Urgent
PO012175,POL012175,SUP039,ITM0146,CUST0043,WH012,JPY,2022-01-16,2022-01-21,2022-01-31,PENDING,14,0,1542.34,789.43,21592.76,2.14,OVERDUE,INV169842,
PO001778,POL001778,SUP028,ITM0048,CUST0016,WH014,INR,2023-08-03,2023-08-29,2023-08-31,SHIPPED,181,142,1781.45,1405.61,322442.45,19.13,UNPAID,INV313424,Urgent
PO012777,POL012777,SUP044,ITM0047,CUST0009,WH014,EUR,2023-12-06,2023-12-15,2023-12-22,APPROVED,313,97,158.06,81.36,49472.78,7.3,PARTIAL,INV484030,Urgent
PO018204,POL018204,SUP003,ITM0039,CUST0033,WH017,CAD,2024-06-24,2024-08-09,2024-08-16,PARTIALLY_DELIVERED,146,4,897.98,541.33,131105.08,17.94,OVERDUE,INV961696,Quality issue
PO019159,POL019159,SUP033,ITM0104,CUST0058,WH001,MXN,2024-11-12,2024-12-16,2024-12-20,SHIPPED,254,142,534.32,282.87,135717.28,14.5,PAID,INV543631,
PO017790,POL017790,SUP027,ITM0148,CUST0095,WH016,INR,2022-10-06,2022-10-15,2022-10-19,SHIPPED,247,93,117.54,85.99,29032.38,9.75,UNPAID,INV834913,
PO003580,POL003580,SUP027,ITM0130,CUST0050,WH012,JPY,2024-01-08,2024-02-06,2024-02-01,CANCELLED,340,298,613.33,423.64,208532.2,3.66,PARTIAL,INV641306,
